夫妻肺片,3
废铝,1
废书,1
废铁,1
电费账单,1
粉笔,4
信封,1
封箱带,4
密封袋,4
蜂蜜罐,1
风扇,1
风衣,1
风筝,4
缝纫针,4
敷料,4
护肤品,4
润肤霜,1
护肤霜瓶,1
服装,1
衣服,1
废衣服,1
腐肉,3
复写纸,4
复印机,1
复印纸,1
富贵竹,3
高附加值可回收物,1
咖啡纸杯(内表面附塑料膜),4
涂改笔,4
氯化钙除湿剂,4
笔盖,4
锅盖,4
铝盖,1
干果,3
干花,4
甘蔗,3
甘蔗皮,4
甘蔗渣,3
笔杆,4
晾衣杆,1
桔柑,3
竹竿,4
鸡肝,3
感光片,2
感冒药,2
感光胶片,2
麦秆,3
钢笔,4
烟缸,1
鱼缸,1
高粱,3
乐高,1
高跟鞋,1
石膏,4
牙膏,4
糕饼,3
草稿纸,4
写过的草稿纸,1
广告单,1
广告纸,1
小广告,1
大哥大,1
鸽子,3
皮革,1
旧包皮革,1
皮革制品,1
蛤蜊,3
蛤蟆,3
花蛤,3
隔离霜,4
隔夜菜,3
个人计算机,1
各式皮包,1
各类刀、刀片,1
各类过期食品,3
菜根,3
树根,3
菜梗,3
桔梗,3
菜梗菜叶,3
工资卡,1
美工刀,1
公仔,1
公交卡,1
含汞体温计,2
含汞温度计,2
含汞血压计,2
铁钩,1
勾线笔,4
水垢,4
购物纸袋,1
塑料购物袋,4
纸质购物袋,1
菌菇,3
蘑菇,3
香菇,3
晒鼓墨盒,1
古筝,1
大骨,4
谷物,3
鸡屁股,3
鸭屁股,3
烟屁股,4
固体胶,4
雨刮器,4
刮胡子刀片,1
汽车雨刮器,4
瓜,3
瓜果,3
挂历,1
挂钟,1
挂号纸,1
铝管,1
吸管,4
罐头,1
铝罐,1
陶罐,4
光盘,4
光驱,1
玫瑰,3
玫瑰花,3
干枯玫瑰花,3
硅胶,4
乌龟壳,4
桂圆,3
桂圆核,3
桂圆壳,3
铁棍,1
冰棍棒,4
糖葫芦棍,4
锅,1
过滤盒,4
过滤器,4
哈密瓜皮,3
孩子尿片,4
小孩尿布,4
海带,3
有害垃圾,2
含油抹布,4
焊丝,1
汗衫,1
记号笔,4
取号纸,4
喝过的茶叶,3
喝完的药瓶,2
喝过的茶叶渣,3
荷包蛋,3
果核,3
梨核,3
桃核,3
糖和藕粉,3
铝合金,1
复合包装,4
合金玩具,1
笔盒,1
饭盒,4
河豚,3
贺卡,1
黑豆,3
黑猪,3
烘干机,1
烘手器,1
红笔,4
红薯,3
猕猴桃,3
厚纸板,1
厚塑料袋,4
厚型塑料袋,4
粉碎后的打印纸,4
洗净后的牛奶盒,1
打印后的彩色照片,2
呼叫器,1
珊瑚,4
茶壶,4
油壶,1
玻璃壶,1
胡子,4
胡椒粉,3
浆糊,4
虎牙,4
护目镜,4
花,3
菜花,3
华为手机,1
金华火腿,3
精华液瓶,1
防滑垫,1
润滑剂,4
润滑油,4
画笔,4
画纸,1
胶画,4
绿化,3
钢化膜,1
电话,1
话梅,3
话筒,1
坏发卡,4
坏钢笔,4
手环,4
环保袋,1
黄豆,3
黄瓜,3
灰,4
徽章,4
回收物,1
回形针,4
可回收,1
花卉,3
花卉绿植,3
花卉植物,3
会员卡,1
婚戒,1
结婚证书,1
活性炭,4
活性炭滤芯,4
火锅,3
干货,3
干垃圾,4
干拉圾,4
垃圾袋,4
火机,4
积木,1
木积木,1
塑料积木,1
冰激淋,3
冰激凌,3
冰激凌木棒,4
鸡,3
鸡蛋,3
书籍,1
水产及其加工食品,3
食物残渣及宠物饲料,3
急支糖浆,2
月季,3
药剂,2
除湿剂,4
计算机,1
计算器,1
体温计,2
笔记本,1
笔记本纸,1
夹克,1
衣夹,4
马夹袋,4
家电,1
废家电,1
加湿器,1
加工类食品,3
肉蛋加工食品,3
花甲,3
甲油,2
甲鱼,3
高铁酸钾,2
假发,4
假牙,4
假发套,4
铁架,1
坚果,4
坚果壳,4
坚果果壳,4
卫生间纸,4
打印间碎纸,1
卫生间废纸,4
煎鍋,1
生煎,3
生煎包,3
碱性无汞电池,4
剪纸,4
剪子,1
键盘,1
废键盘,1
文件袋,4
文件夹,1
过期保健品,2
蜜饯,3
姜,3
生姜,3
麻将牌,4
麻将台,1
豆浆袋,4
豆浆袋子,4
果酱,3
酱料,3
酱汁,3
可降解塑料,1
可降解垃圾袋,3
可降解塑料袋,4
香蕉,3
烂香蕉,3
菜椒,3
花椒,3
辣椒,3
交通卡,1
木质搅拌棒,4
泔脚,3
脚皮,4
猪脚,3
菱角,3
牛角,4
饺子,3
水饺,3
水饺袋,4
污染较严重的纸张,4
接线板,1
节能灯,2
废节能灯,2
节能灯管,2
桔,3
假睫毛,4
睫毛膏,4
睫毛刷,4
清洁瓶,1
毛豆结,3
结成团的猫砂,4
戒指,1
金戒指,1
毛巾,4
湿巾,4
牛筋,3
皮筋,4
黄金,1
金属,4
金鱼,3
香烟灰烬,4
根茎蔬菜,3
蔬菜茎叶,3
水果茎枝,3
液晶屏,1
液晶电视,1
鸡精,3
味精,3
镜子,4
墨镜,4
眼镜,4
净水器,1
干净塑料,1
净水滤芯,4
韭菜,3
针灸针,4
酒酿,3
酒瓶,1
旧报,1
旧书,1
旧鞋,1
聚乙烯饭盒,4
收据,4
数据线,1
皮具,1
蛋卷,3
胶卷,2
卷烟,4
杀菌剂,2
无菌包装塑料,4
卡,4
开心果,3
开心果壳,4
旧报刊,1
糠,3
糠饼,3
考卷,1
考试卷,1
烤箱,1
烧烤棒,4
靠垫,1
靠枕,1
笔壳,4
咳嗽糖浆,2
可擦笔,4
扑克,1
马克笔,4
空罐头,1
空酒瓶,1
遥控车,1
遥控器,1
空调遥控器,1
口红,4
口罩,4
纽扣,4
钮扣,4
纽扣电池,2
枯叶,3
枯枝,3
干枯花,3
裤袜,1
裤子,1
铁块,1
筷子,4
木筷,1
竹筷,4
快餐盒,4
塑料筐,1
塑料篮筐,1
塑料水果筐,1
相框,1
黑框眼镜,4
矿水瓶,1
矿泉水瓶,1
矿泉水瓶子,1
头盔,4
葵花籽,3
葵花子壳,3
葵花籽壳,3
死昆虫,3
垃圾桶,1
拉链,4
拉拉裤,4
蜡笔,4
蜡纸,4
腊肉,3
辣酱,3
辣条,3
剩莱,3
一次性莱盒,4
自来水滤芯,4
蓝莓干,3
塑胶菜蓝子,1
花篮,4
篮球,1
竹篮,4
西兰花,3
电缆,1
烂桔,3
烂桃,3
烂菜叶,3
槟榔,3
榔头,1
槟榔壳,3
老鼠药,2
死老鼠,3
奶酪,3
可乐杯,4
可乐罐,1
肋骨,4
肋排,3
布类,1
蛋类,3
擦眼泪的纸,4
瓦楞纸,1
冷饮,4
冷饮棒,4
冷饮袋,4
车厘子,3
梨,3
离心纸,4
钢笔里的墨囊,4
纸制糖果礼盒,1
荔枝核,3
荔枝壳,3
荔枝干壳,3
栗子,3
板栗壳,3
可丽饼,3
麦丽素,3
日历,1
台历,1
便利贴,4
乐利包,1
利乐包,1
果粒,3
牛肉粒包装袋,4
沥水架,1
磁力片,4
魔力擦,4
巧克力,3
琉璃,1
联通卡,4
莲藕,3
莲蓬,3
莲雾,3
连裤袜,1
连衣裙,1
骨肉相连,3
洗脸巾,4
护脸霜瓶,1
塑料脸盆,1
项链,1
金属拉链,1
练习本,1
狗粮,3
粮食,3
猫粮,3
凉皮,3
凉席,4
空调两用风扇,1
少量泥土,4
晾衣架,1
塑料晾衣架,1
坏了的碗,1
破了的碗,1
坏了的玩具,1
布料,1
盘尼西林,2
鱼鳞,3
鱼鳞鱼肠,3
冰淇淋,3
零食,3
零食袋,4
零食罐,4
哑铃,1
马铃薯,3
马铃薯片,3
领带,1
红领巾,1
毛领子,1
溜溜球,4
榴莲干,3
榴莲核,4
榴莲壳,4
镇流器,1
电子镇流器,1
龙虾,3
大龙虾,3
龙虾壳,3
鸟笼,4
芦荟,3
芦稷,3
芦稷皮,4
甜卢蜀,3
炉渣,4
电磁炉,1
电暖炉,1
卤素灯,2
卤素灯泡,2
花露水瓶,1
沐浴露瓶,1
洗发露瓶,1
电路板,1
路由器,1
线路板,1
录像带,2
录音机,1
铝,1
旅行袋,1
旅游时报,1
滤网,4
滤芯,4
绿豆,3
绿萝,3
海螺,3
花螺,3
螺帽,1
绿箩,3
落发,4
落叶,3
落花生,3
姨妈巾,4
老干妈辣酱,3
麻布,1
麻袋,4
麻绳,4
密码锁,1
马肉,3
买菜的包装袋,4
麦子,3
烧卖,3
外卖盒,4
外卖餐盒,4
馒头,3
蔓藤,3
藤蔓,3
漫画,1
漫画书,1
芒果,3
芒果干,3
芒果核,3
貂毛,4
狗毛,4
帽子,1
浴帽,4
泡沫箱属于什么垃圾,1
杨梅,3
发霉食物,3
煤饼,4
煤灰,4
煤渣,4
没用过尿片,4
没用过的纸杯,4
没用过的尿不湿,4
眉笔,4
美瞳,4
门锁,1
柠檬,3
米,3
大米,3
菠萝蜜,3
棉,1
海绵,4
海绵垫,4
海绵纸,4
面,3
面包,3
灭火器,1
灭蚊剂,2
废灭火器,1
玻璃器皿,1
明信片,4
三明治,3
说明书,1
名画,4
名片,1
塑料模型,1
面膜,4
磨刀器,1
磨砂膏,4
摩丝,4
摩易擦,4
魔笔,4
抹布,4
废抹布,4
旧抹布,4
速溶饮料粉末,3
墨粉,4
墨盒,1
默写本,1
泡沫,1
肉沫,3
泡沫板,1
牡蛎壳,4
牡蛎肉,3
吃剩下的牡蛎壳,4
屏幕,1
荧幕,1
电脑屏幕,1
树叶是那种垃圾,3
收纳箱,1
塑料收纳盒,1
奶粉,3
奶盒,1
南瓜,3
南瓜皮,3
南瓜子壳,3
笔囊,4
胶囊,2
墨囊,4
电脑,1
猪脑,3
电脑包,1
闹钟,1
内裤,4
内衣,4
内脏,3
花泥,4
尼龙绳,4
尼龙丝袜,4
尼龙制品,4
油腻的餐巾纸,4
年糕,3
少年报,1
尿布,4
尿垫,4
尿裤,4
镍镉电池,2
牛,3
塑料纽扣,1
农药片,2
圣女果,3
女生内衣,4
女性卫生用品,4
暖瓶,1
保暖瓶,1
呕吐包,4
呕吐物,3
布偶,1
玩偶,1
布玩偶,1
手帕,4
电蚊拍,1
大排,3
鸡排,3
铜牌,1
菠萝派,3
U盘,1
乒乓板,4
乒乓球,4
日抛美瞳,4
灯炮,2
泡面,3
泡馍,3
水培植物,3
电脑配件,1
铝喷雾瓶,1
喷蟑螂瓶,2
杀虫喷雾,2
花盆,4
铝盆,1
盆栽,3
帐篷,1
膨化食品,3
膨化食品包装,4
披萨,3
雨披,4
披萨盒,4
啤酒盖,1
啤酒罐,1
啤酒瓶,1
菜皮,3
草皮,3
漂白粉,4
漂白剂罐,2
票,4
食品,3
饰品,4
药品,2
苹果,3
烂苹果,3
苹果核,3
平底锅,1
平板玻璃,1
平板电脑,1
电瓶,1
破布,1
破碗,4
破瓷品,4
扑克牌,1
猪肉铺,3
葡萄,3
葡萄皮,3
普通塑料袋,4
过期药,2
过期饼干,3
漆桶,2
油漆,2
废油漆,2
其他垃圾桶,1
象棋,4
曲奇,3
吃过的奇趣蛋,4
电器,1
陶器,4
气球,4
充气娃,1
煤气罐,1
废弃布包,1
废弃地毯,1
废弃电线,1
铅笔,4
铅桶,1
铅芯,4
棉签,4
指甲钳,1
金枪鱼罐头,1
墙刷,4
一块墙皮,4
强化玻璃,1
敲碎的碗,4
巧克力袋子,4
巧克力盒子,4
茄子,3
电子琴,1
芹菜,3
芹菜叶,3
家禽内脏,3
青菜,3
氢气罐,1
氢气球,4
氢气球充气钢瓶,1
滤清器,4
汽车空气滤清器,1
情趣内衣,4
琼脂,3
营养琼脂,3
秋衣,1
棉球,4
皮球,1
驱蚊瓶,1
发圈,4
铁圈,1
甜甜圈,3
围裙,1
燃油罐,1
染发剂罐,2
染发剂壳,2
污染报纸,4
丝瓜瓤,3
电热毯,1
退热贴,4
电热水袋,1
杏仁,3
瓜子仁,3
虾仁壳,3
无人机,1
仙人球,3
日报,1
日光灯,2
有机溶剂,2
速溶咖啡包装,4
电容器,1
美容仪,1
玻璃制容器,1
绒娃娃,1
绒线衣,1
羽绒被,1
棉柔巾,4
肉,3
大骨（如：猪腿骨）,4
乳牙,4
豆腐乳,3
沐浴乳,4
入厕用纸,4
软骨,3
软盘,4
软糖,3
润发乳,4
花洒,1
披萨饼盒,4
木塞,4
软木塞,4
酒瓶塞子,4
三杯鸡,3
三文鱼,3
伞,4
雨伞,4
旧雨伞,4
散粉,4
桑叶,3
扫帚,4
扫地机,1
彩色笔,4
标签色带,4
彩色玻璃,1
猫砂,4
砂锅,4
砂皮,4
杀虫剂,2
猫沙,4
纱布,4
纱窗,4
防晒霜,4
防晒霜罐,1
山芋,3
山竹,3
羊毛衫,1
电扇,1
烫伤膏,2
纸质商标,4
上衣,1
床上用品,1
烧鸡,3
红烧肉,3
勺子,1
塑料勺,4
蛇皮袋,1
摄像机,1
摄像头,1
注射器,4
无菌注射器包装,4
养身壶,1
花生,3
生菜,3
生蚝,3
棉绳,4
绳子,1
盛装湿垃圾的垃圾袋,4
剩菜,3
剩餐,3
剩饭,3
螺狮,3
螺狮壳,3
施工安全帽,1
湿纸,4
使用的餐巾纸,4
使用过的餐盒,4
使用过的猫砂,4
废台式机,1
硬式磁碟机,1
显示器,1
显示屏幕,1
芝士,3
芝士片,3
西红柿,3
乐事薯片,3
擦拭过的餐巾纸,4
油漆稀释剂,2
电视,1
电视机,1
废电视,1
试卷,1
试纸,4
寿司,3
受污纸巾,4
受潮的纸张,1
受过污染的纸,4
蔬菜,3
蔬果,3
烂蔬菜,3
木梳,1
梳子,4
木梳子,1
书,1
熟菜,3
熟鸡蛋,3
熟虾壳,3
薯片,3
甜芦黍,3
废金属,1
金属罐,1
美术袋,4
美术黏土,4
树皮,3
数学书,1
漱口水瓶子,1
牙刷,4
化妆刷,4
面霜,4
眼霜,4
双面胶,4
双面胶带,4
爽肤水瓶,1
胶水,4
水笔,4
水彩,4
纸质说明书,1
瓦斯桶,1
手撕猪肉,3
钢丝,1
死花,3
饲料,3
猫饲料,3
饲料袋,4
松子,3
松子壳,3
松木猫砂,4
素菜,3
快速面盒,4
速冻饺子,3
速冻水饺,3
粟子壳,3
甜芦粟,3
甜芦粟皮,4
塑料,1
废塑料,1
酸奶袋,4
酸奶盖,4
蒜,3
大蒜,3
废弃计算机,1
碎布,1
碎瓷,4
碎骨,3
玉米穗,3
破损瓷器,4
污损纸张,4
破损垃圾袋,4
笋壳,3
笋皮,3
竹笋,3
梭子蟹,3
压缩瓶,1
锁,1
锁头,1
厕所手纸,4
蛋挞,3
蛋挞壳,4
蛋挞皮,3
废踏垫,4
脚踏板,4
海苔,3
海苔袋子,4
台灯,1
印台,4
太阳帽,1
太阳能热水管,1
太阳能热水器,1
痰盂罐,1
毛毯,1
碳灰,4
碳粉匣,1
碳纤维,4
木炭,4
炭包,4
汤骨,4
鱼汤,3
火锅汤底,3
搪瓷,1
搪瓷杯,4
搪瓷碗,1
糖,3
红糖,3
麻辣烫,3
黄桃,3
桃板,3
淘宝纸盒,1
碎陶,4
陶瓷,4
笔套,4
耳套,1
藤席,4
旧手提包,1
手提电脑,1
蹄髈,3
猪蹄,3
擦鼻涕纸,4
剃须刀,1
剃须刀片,1
剃须泡瓶,1
泡沫填充,4
田螺,3
甜瓜,3
布条,1
面条,3
跳蛋,4
跳跳糖包装袋,4
贴纸,4
铁,1
暖宝宝帖,4
餐厅纸,4
家庭花卉,3
家庭绿化,3
家庭盆栽树叶,3
铜皮,1
废铜烂铁,1
儿童尿不湿,4
儿童电动玩具,1
木桶,1
筒骨,4
针筒,2
骨头,4
透明胶,4
透明胶带,4
一次性透明盒子,4
地图,1
图画,4
涂料,2
涂料桶,2
屠龙刀,1
土豆,3
兔肉,3
兔头,3
饭团,3
线团,4
纸团,4
火腿,3
鸡腿,3
腿骨,4
拖鞋,4
蛋挞托,4
食物托盘,1
塑料托盘,1
脱水机,1
脱氧剂,4
食品用脱氧剂,4
牛蛙,3
牛蛙骨头,3
布娃娃,1
棉袜,1
丝袜,4
外套,1
水笔外壳,4
豌豆壳,3
豌豆殼,3
玩具,1
药丸,2
蟑螂丸,2
擦完嘴的纸,4
碗,4
茶碗,4
万能胶水,4
网线,1
鱼网,4
望远镜,1
夏威夷果,4
夏威夷果壳,4
夏威夷果的壳,4
围巾,1
华为P20,1
维生素,2
人造纤维,4
芦苇叶,4
枯萎的花,3
枯萎的鲜花,3
牛尾,3
燕尾夹,1
长尾夹,1
未使用的餐巾纸,4
调味袋,4
调味料,3
自慰棒,1
自慰器,1
卫衣,1
卫生巾,4
保温杯,1
保温棉,4
保温瓶,1
蚊香,4
蚊帐,1
蚊子,3
文胸,4
文竹,3
公文包,1
蜗牛壳,4
燕窝,3
钨丝,1
钨丝灯泡,2
污水袋,4
油污布,4
无纺布,1
无纺布袋,1
午饭,3
午餐肉,3
午餐肉罐,1
西瓜,3
西药,2
西柚,3
吸尘器,1
稀饭,3
草席,4
洗发精,4
洗发水,4
游戏机,1
虾,3
虾壳,3
吃剩下的葡萄杆,3
仙人掌,3
海鲜,3
鲜花,3
保鲜袋,4
化纤衣物,1
咸菜,3
咸鱼,3
咸鸭蛋壳,3
显卡,1
保险套,4
保险箱,1
线,4
电线,1
相机,1
茴香,3
冰箱,1
机箱,1
墨襄,4
音响,1
电脑小音响,1
橡胶,4
橡皮,4
废橡胶,4
象牙,4
小刀,1
小骨,3
羊蝎子,4
羊蝎子骨头,4
鞋,1
布鞋,1
写字纸,1
机械表,1
卸妆巾,4
卸妆棉,4
卸妆油,4
蟹,3
螃蟹,3
青蟹,3
笔屑,4
木屑,4
皮屑,4
笔芯,4
玉米心,3
信封带,1
星巴克纸杯,4
U型回形针,4
隐形眼镜,4
银行卡,1
杏仁壳,3
水性笔,4
水性漆,2
鸡胸,3
胸罩,4
修正带,4
小修正带,4
不锈钢刀,1
不锈钢杯子,1
绣花针,4
胡须刀,1
旧棉絮,1
宣纸,4
宣传单,1
皮靴,1
雨靴,1
化学试剂包装玻璃瓶,2
雪糕棒,4
雪糕纸,4
鸭血,3
血压计,1
压力罐,1
压力锅,1
鸭,3
鸭骨,3
绿豆芽,3
牙,4
雅漾喷雾,4
亚克力,1
亚克力板,1
亚克力胶水,4
香烟,4
盐,3
污染严重的纸,4
污染严重的纸盒,4
污染严重的纸张,4
颜料,4
颜料板,4
颜料笔,4
过期的燕麦片,3
验孕棒,4
羊骨,4
羊毛,1
洋装,1
海洋球,1
遮阳帽,1
除氧剂,4
环氧树脂,4
养生壶,1
家养绿植,3
腰带,1
腰果,3
高裤腰带,4
咬过的口香糖,4
草药,3
废药,2
青椰,4
椰壳,4
椰子,4
宣传页,1
广告单页,1
作业本,1
叶,3
菜叶,3
隔夜饭,3
乳液罐,1
乳液瓶,1
医用冰袋,4
大衣,1
移动电源,1
移动硬盘,1
行车记录仪,1
易拉宝,1
易拉罐,1
音箱,1
旧音箱,1
水银,2
收银条,4
隐形眼镜片,4
过期隐形眼镜,4
印泥,4
打印机,1
英语书,1
樱花,3
樱桃,3
樱桃核,3
婴儿尿不湿,4
婴儿纸尿裤,4
萤石,4
荧光棒,4
荧光笔,4
眼影,4
电影票,4
影印纸,1
硬盘,1
硬板纸,1
硬贝壳,4
游泳裤,1
信用卡,1
包装用纸,1
厕所用纸,4
优盘,1
无线路由器,1
黄油,3
有机玻璃,1
婴幼儿尿布,4
旧衣服属于,1
厨余果皮,3
厨余垃圾,3
鱼,3
黄鱼,3
雨鞋,1
语文书,1
羽毛,4
羽毛球,4
玉,4
玉米,3
玉镯,1
芋艿,3
芋头,3
浴巾,4
金属元件,1
原味鸡,3
原珠笔,4
原子笔,4
芋圆,3
电源器,1
电源线,1
月饼,3
月饼盒,1
运动服,1
运动鞋,1
旧运动鞋,1
牛杂,3
杂草,3
杂志,1
盆栽树叶,3
盆栽植物,3
再生纸,1
脏布,4
鱼内脏,3
枣,3
红枣,3
枣核,3
洗澡掉的头发,4
人造玻璃,1
人造奶油,3
香皂,4
碎小肥皂,4
干燥剂,4
包装干燥剂,4
石灰干燥剂,4
扎带,4
粽子 包扎线,4
菜渣,3
茶渣,3
豆渣,3
大闸蟹,3
大闸蟹壳,3
炸鸡,3
粘纸,4
粘鼠板,4
沾有墨水的纸,4
沾了油污的报纸,4
沾了菜油的餐巾纸,1
蘸酱,3
蘸酱盒,4
火锅蘸酱,3
图章,4
章鱼,3
纸张,1
废纸张,1
纸张类,1
擀面杖,1
账单,1
照片,4
旧照片,2
照片纸,2
床罩,1
奶罩,4
折扇,4
蔗糖,3
珍珠,1
黑珍猪,3
珍珠米,3
真空袋,4
砧板,1
木砧板,1
针,4
针管,2
枕套,1
震动棒,1
蒸汽眼罩,4
修正带内芯,4
证书,1
芝麻,3
树枝,4
蜘蛛,3
树脂,2
油脂,4
饭汁,3
蟹汁,3
织物,4
直尺,4
废直式日光灯管,2
绿植,3
植物,3
废植物,3
指甲,4
脚指甲,4
手指甲脚趾甲,4
纸,1
瓷制品,4
铝制品,1
木制品,1
木质菜板,1
三明治包装,4
中药,3
中草药,3
钟,4
粥,3
圆珠笔,4
猪,3
毛竹,4
蜡烛,1
生日蜡烛,4
白煮蛋壳,3
水煮肉片,3
煮花生壳,3
主板,1
主机板,1
电路主板,1
鸡爪,3
猪爪骨头,3
西装,1
彩妆,4
化妆棉,4
防撞塑料,4
塑胶制资料夹,1
紫菜,3
紫砂茶具,4
紫砂碎片,4
牛仔裤,1
葡萄籽,3
西瓜籽,3
被子,1
自动铅,4
自暖包,4
